country,year,sex,age,suicides_no,population,suicides_100k_pop
Morocco,2012,female,75+ years,1,,
Morocco,2012,male,15-24 years,18,,
Morocco,2012,male,25-34 years,27,,
Morocco,2012,male,35-54 years,39,,
Morocco,2012,male,5-14 years,7,,
Morocco,2012,male,55-74 years,11,,
Morocco,2012,male,75+ years,1,,
Morocco,2013,female,15-24 years,19,,
Morocco,2013,female,25-34 years,6,,
Morocco,2013,female,35-54 years,15,,
Morocco,2013,female,5-14 years,2,,
Morocco,2013,female,55-74 years,1,,
Morocco,2013,female,75+ years,1,,
Morocco,2013,male,15-24 years,24,,
Morocco,2013,male,25-34 years,30,,
Morocco,2013,male,35-54 years,38,,
Morocco,2013,male,5-14 years,2,,
Morocco,2013,male,55-74 years,16,,
Morocco,2013,male,75+ years,4,,
Morocco,2014,female,15-24 years,13,,
Morocco,2014,female,25-34 years,6,,
Morocco,2014,female,35-54 years,8,,
Morocco,2014,female,5-14 years,3,,
Morocco,2014,female,55-74 years,6,,
Morocco,2014,female,75+ years,0,,
Morocco,2014,male,15-24 years,17,,
Morocco,2014,male,25-34 years,19,,
Morocco,2014,male,35-54 years,33,,
Morocco,2014,male,5-14 years,3,,
Morocco,2014,male,55-74 years,8,,
Morocco,2014,male,75+ years,2,,
Netherlands Antilles,1988,female,15-24 years,0,,
Netherlands Antilles,1988,female,25-34 years,0,,
Netherlands Antilles,1988,female,35-54 years,0,,
Netherlands Antilles,1988,female,5-14 years,0,,
Netherlands Antilles,1988,female,55-74 years,2,,
Netherlands Antilles,1988,female,75+ years,0,,
Netherlands Antilles,1988,male,15-24 years,0,,
Netherlands Antilles,1988,male,25-34 years,2,,
Netherlands Antilles,1988,male,35-54 years,4,,
Netherlands Antilles,1988,male,5-14 years,0,,
Netherlands Antilles,1988,male,55-74 years,1,,
Netherlands Antilles,1988,male,75+ years,0,,
Netherlands Antilles,1989,female,15-24 years,0,,
Netherlands Antilles,1989,female,25-34 years,0,,
Netherlands Antilles,1989,female,35-54 years,0,,
Netherlands Antilles,1989,female,5-14 years,0,,
Netherlands Antilles,1989,female,55-74 years,0,,
Netherlands Antilles,1989,female,75+ years,0,,
Netherlands Antilles,1989,male,15-24 years,1,,
Netherlands Antilles,1989,male,25-34 years,4,,
Netherlands Antilles,1989,male,35-54 years,3,,
Netherlands Antilles,1989,male,5-14 years,0,,
Netherlands Antilles,1989,male,55-74 years,1,,
Netherlands Antilles,1989,male,75+ years,0,,
Netherlands Antilles,1990,female,15-24 years,1,,
Netherlands Antilles,1990,female,25-34 years,1,,
Netherlands Antilles,1990,female,35-54 years,1,,
Netherlands Antilles,1990,female,5-14 years,0,,
Netherlands Antilles,1990,female,55-74 years,0,,
Netherlands Antilles,1990,female,75+ years,0,,
Netherlands Antilles,1990,male,15-24 years,1,,
Netherlands Antilles,1990,male,25-34 years,2,,
Netherlands Antilles,1990,male,35-54 years,2,,
Netherlands Antilles,1990,male,5-14 years,0,,
Netherlands Antilles,1990,male,55-74 years,0,,
Netherlands Antilles,1990,male,75+ years,0,,
Netherlands Antilles,1991,female,15-24 years,0,,
Netherlands Antilles,1991,female,25-34 years,0,,
Netherlands Antilles,1991,female,35-54 years,0,,
Netherlands Antilles,1991,female,5-14 years,0,,
Netherlands Antilles,1991,female,55-74 years,0,,
Netherlands Antilles,1991,female,75+ years,0,,
Netherlands Antilles,1991,male,15-24 years,0,,
Netherlands Antilles,1991,male,25-34 years,3,,
Netherlands Antilles,1991,male,35-54 years,3,,
Netherlands Antilles,1991,male,5-14 years,0,,
Netherlands Antilles,1991,male,55-74 years,0,,
Netherlands Antilles,1991,male,75+ years,0,,
Netherlands Antilles,1992,female,15-24 years,0,,
Netherlands Antilles,1992,female,25-34 years,0,,
Netherlands Antilles,1992,female,35-54 years,1,,
Netherlands Antilles,1992,female,5-14 years,0,,
Netherlands Antilles,1992,female,55-74 years,0,,
Netherlands Antilles,1992,female,75+ years,0,,
Netherlands Antilles,1992,male,15-24 years,1,,
Netherlands Antilles,1992,male,25-34 years,0,,
Netherlands Antilles,1992,male,35-54 years,3,,
Netherlands Antilles,1992,male,5-14 years,0,,
Netherlands Antilles,1992,male,55-74 years,2,,
Netherlands Antilles,1992,male,75+ years,0,,
Netherlands Antilles,1993,female,15-24 years,1,,
Netherlands Antilles,1993,female,25-34 years,0,,
Netherlands Antilles,1993,female,35-54 years,1,,
Netherlands Antilles,1993,female,5-14 years,0,,
Netherlands Antilles,1993,female,55-74 years,0,,
Netherlands Antilles,1993,female,75+ years,0,,
Netherlands Antilles,1993,male,15-24 years,0,,
Netherlands Antilles,1993,male,25-34 years,3,,
Netherlands Antilles,1993,male,35-54 years,0,,
Netherlands Antilles,1993,male,5-14 years,0,,
Netherlands Antilles,1993,male,55-74 years,1,,
Netherlands Antilles,1993,male,75+ years,0,,
Netherlands Antilles,1994,female,15-24 years,0,,
Netherlands Antilles,1994,female,25-34 years,0,,
Netherlands Antilles,1994,female,35-54 years,0,,
Netherlands Antilles,1994,female,5-14 years,0,,
Netherlands Antilles,1994,female,55-74 years,0,,
Netherlands Antilles,1994,female,75+ years,0,,
Netherlands Antilles,1994,male,15-24 years,0,,
Netherlands Antilles,1994,male,25-34 years,5,,
Netherlands Antilles,1994,male,35-54 years,5,,
Netherlands Antilles,1994,male,5-14 years,0,,
Netherlands Antilles,1994,male,55-74 years,0,,
Netherlands Antilles,1994,male,75+ years,1,,
Netherlands Antilles,1995,female,15-24 years,0,,
Netherlands Antilles,1995,female,25-34 years,0,,
Netherlands Antilles,1995,female,35-54 years,1,,
Netherlands Antilles,1995,female,5-14 years,0,,
Netherlands Antilles,1995,female,55-74 years,0,,
Netherlands Antilles,1995,female,75+ years,0,,
Netherlands Antilles,1995,male,15-24 years,1,,
Netherlands Antilles,1995,male,25-34 years,1,,
Netherlands Antilles,1995,male,35-54 years,2,,
Netherlands Antilles,1995,male,5-14 years,0,,
Netherlands Antilles,1995,male,55-74 years,4,,
Netherlands Antilles,1995,male,75+ years,0,,
Netherlands Antilles,1996,female,15-24 years,0,,
Netherlands Antilles,1996,female,25-34 years,0,,
Netherlands Antilles,1996,female,35-54 years,0,,
Netherlands Antilles,1996,female,5-14 years,0,,
Netherlands Antilles,1996,female,55-74 years,0,,
Netherlands Antilles,1996,female,75+ years,0,,
Netherlands Antilles,1996,male,15-24 years,1,,
Netherlands Antilles,1996,male,25-34 years,1,,
Netherlands Antilles,1996,male,35-54 years,1,,
Netherlands Antilles,1996,male,5-14 years,0,,
Netherlands Antilles,1996,male,55-74 years,0,,
Netherlands Antilles,1996,male,75+ years,0,,
Netherlands Antilles,1997,female,15-24 years,0,,
Netherlands Antilles,1997,female,25-34 years,0,,
Netherlands Antilles,1997,female,35-54 years,1,,
Netherlands Antilles,1997,female,5-14 years,0,,
Netherlands Antilles,1997,female,55-74 years,0,,
Netherlands Antilles,1997,female,75+ years,0,,
Netherlands Antilles,1997,male,15-24 years,0,,
Netherlands Antilles,1997,male,25-34 years,2,,
Netherlands Antilles,1997,male,35-54 years,4,,
Netherlands Antilles,1997,male,5-14 years,0,,
Netherlands Antilles,1997,male,55-74 years,1,,
Netherlands Antilles,1997,male,75+ years,1,,
Netherlands Antilles,1998,female,15-24 years,0,,
Netherlands Antilles,1998,female,25-34 years,0,,
Netherlands Antilles,1998,female,35-54 years,1,,
Netherlands Antilles,1998,female,5-14 years,0,,
Netherlands Antilles,1998,female,55-74 years,1,,
Netherlands Antilles,1998,female,75+ years,0,,
Netherlands Antilles,1998,male,15-24 years,0,,
Netherlands Antilles,1998,male,25-34 years,0,,
Netherlands Antilles,1998,male,35-54 years,4,,
Netherlands Antilles,1998,male,5-14 years,0,,
Netherlands Antilles,1998,male,55-74 years,2,,
Netherlands Antilles,1998,male,75+ years,1,,
Netherlands Antilles,1999,female,15-24 years,0,,
Netherlands Antilles,1999,female,25-34 years,1,,
Netherlands Antilles,1999,female,35-54 years,1,,
Netherlands Antilles,1999,female,5-14 years,0,,
Netherlands Antilles,1999,female,55-74 years,0,,
Netherlands Antilles,1999,female,75+ years,2,,
Netherlands Antilles,1999,male,15-24 years,1,,
Netherlands Antilles,1999,male,25-34 years,2,,
Netherlands Antilles,1999,male,35-54 years,4,,
Netherlands Antilles,1999,male,5-14 years,0,,
Netherlands Antilles,1999,male,55-74 years,0,,
Netherlands Antilles,1999,male,75+ years,0,,
Netherlands Antilles,2000,female,15-24 years,0,,
Netherlands Antilles,2000,female,25-34 years,0,,
Netherlands Antilles,2000,female,35-54 years,0,,
Netherlands Antilles,2000,female,5-14 years,0,,
Netherlands Antilles,2000,female,55-74 years,0,,
Netherlands Antilles,2000,female,75+ years,0,,
Netherlands Antilles,2000,male,15-24 years,1,,
Netherlands Antilles,2000,male,25-34 years,2,,
Netherlands Antilles,2000,male,35-54 years,1,,
Netherlands Antilles,2000,male,5-14 years,0,,
Netherlands Antilles,2000,male,55-74 years,1,,
Netherlands Antilles,2000,male,75+ years,0,,
Nicaragua,1988,female,15-24 years,19,,
Nicaragua,1988,female,25-34 years,5,,
Nicaragua,1988,female,35-54 years,1,,
Nicaragua,1988,female,5-14 years,3,,
Nicaragua,1988,female,55-74 years,0,,
Nicaragua,1988,female,75+ years,1,,
Nicaragua,1988,male,15-24 years,19,,
Nicaragua,1988,male,25-34 years,33,,
Nicaragua,1988,male,35-54 years,19,,
Nicaragua,1988,male,5-14 years,2,,
Nicaragua,1988,male,55-74 years,5,,
Nicaragua,1988,male,75+ years,0,,
Nicaragua,1989,female,15-24 years,19,,
Nicaragua,1989,female,25-34 years,5,,
Nicaragua,1989,female,35-54 years,5,,
Nicaragua,1989,female,5-14 years,3,,
Nicaragua,1989,female,55-74 years,2,,
Nicaragua,1989,female,75+ years,0,,
Nicaragua,1989,male,15-24 years,27,,
Nicaragua,1989,male,25-34 years,25,,
Nicaragua,1989,male,35-54 years,12,,
Nicaragua,1989,male,5-14 years,2,,
Nicaragua,1989,male,55-74 years,5,,
Nicaragua,1989,male,75+ years,1,,
Nicaragua,1990,female,15-24 years,16,,
Nicaragua,1990,female,25-34 years,4,,
Nicaragua,1990,female,35-54 years,3,,
Nicaragua,1990,female,5-14 years,2,,
Nicaragua,1990,female,55-74 years,2,,
Nicaragua,1990,female,75+ years,0,,
Nicaragua,1990,male,15-24 years,16,,
Nicaragua,1990,male,25-34 years,30,,
Nicaragua,1990,male,35-54 years,16,,
Nicaragua,1990,male,5-14 years,0,,
Nicaragua,1990,male,55-74 years,2,,
Nicaragua,1990,male,75+ years,0,,
Nicaragua,1991,female,15-24 years,17,,
Nicaragua,1991,female,25-34 years,4,,
Nicaragua,1991,female,35-54 years,6,,
Nicaragua,1991,female,5-14 years,4,,
Nicaragua,1991,female,55-74 years,2,,
Nicaragua,1991,female,75+ years,0,,
Nicaragua,1991,male,15-24 years,30,,
Nicaragua,1991,male,25-34 years,23,,
Nicaragua,1991,male,35-54 years,15,,
Nicaragua,1991,male,5-14 years,0,,
Nicaragua,1991,male,55-74 years,7,,
Nicaragua,1991,male,75+ years,1,,
Nicaragua,1992,female,15-24 years,15,,
Nicaragua,1992,female,25-34 years,9,,
Nicaragua,1992,female,35-54 years,3,,
Nicaragua,1992,female,5-14 years,0,,
Nicaragua,1992,female,55-74 years,0,,
Nicaragua,1992,female,75+ years,2,,
Nicaragua,1992,male,15-24 years,19,,
Nicaragua,1992,male,25-34 years,30,,
Nicaragua,1992,male,35-54 years,21,,
Nicaragua,1992,male,5-14 years,0,,
Nicaragua,1992,male,55-74 years,11,,
Nicaragua,1992,male,75+ years,1,,
Nicaragua,1993,female,15-24 years,19,,
Nicaragua,1993,female,25-34 years,1,,
Nicaragua,1993,female,35-54 years,7,,
Nicaragua,1993,female,5-14 years,1,,
Nicaragua,1993,female,55-74 years,1,,
Nicaragua,1993,female,75+ years,0,,
Nicaragua,1993,male,15-24 years,29,,
Nicaragua,1993,male,25-34 years,24,,
Nicaragua,1993,male,35-54 years,23,,
Nicaragua,1993,male,5-14 years,3,,
Nicaragua,1993,male,55-74 years,10,,
Nicaragua,1993,male,75+ years,5,,
Nicaragua,1994,female,15-24 years,24,,
Nicaragua,1994,female,25-34 years,9,,
Nicaragua,1994,female,35-54 years,7,,
Nicaragua,1994,female,5-14 years,6,,
Nicaragua,1994,female,55-74 years,2,,
Nicaragua,1994,female,75+ years,1,,
Nicaragua,1994,male,15-24 years,41,,
Nicaragua,1994,male,25-34 years,20,,
Nicaragua,1994,male,35-54 years,21,,
Nicaragua,1994,male,5-14 years,1,,
Nicaragua,1994,male,55-74 years,11,,
Nicaragua,1994,male,75+ years,3,,
Nicaragua,1996,female,15-24 years,50,,
Nicaragua,1996,female,25-34 years,9,,
Nicaragua,1996,female,35-54 years,8,,
Nicaragua,1996,female,5-14 years,12,,
Nicaragua,1996,female,55-74 years,3,,
Nicaragua,1996,female,75+ years,1,,
Nicaragua,1996,male,15-24 years,59,,
Nicaragua,1996,male,25-34 years,32,,
Nicaragua,1996,male,35-54 years,35,,
Nicaragua,1996,male,5-14 years,6,,
Nicaragua,1996,male,55-74 years,10,,
Nicaragua,1996,male,75+ years,5,,
Nicaragua,1997,female,15-24 years,56,,
Nicaragua,1997,female,25-34 years,23,,
Nicaragua,1997,female,35-54 years,9,,
Nicaragua,1997,female,5-14 years,11,,
Nicaragua,1997,female,55-74 years,1,,
Nicaragua,1997,female,75+ years,0,,
Nicaragua,1997,male,15-24 years,64,,
Nicaragua,1997,male,25-34 years,49,,
Nicaragua,1997,male,35-54 years,41,,
Nicaragua,1997,male,5-14 years,2,,
Nicaragua,1997,male,55-74 years,14,,
Nicaragua,1997,male,75+ years,4,,
Nicaragua,1998,female,15-24 years,60,,
Nicaragua,1998,female,25-34 years,16,,
Nicaragua,1998,female,35-54 years,8,,
Nicaragua,1998,female,5-14 years,6,,
Nicaragua,1998,female,55-74 years,0,,
Nicaragua,1998,female,75+ years,0,,
Nicaragua,1998,male,15-24 years,86,,
Nicaragua,1998,male,25-34 years,53,,
Nicaragua,1998,male,35-54 years,47,,
Nicaragua,1998,male,5-14 years,1,,
Nicaragua,1998,male,55-74 years,20,,
Nicaragua,1998,male,75+ years,4,,
Nicaragua,1999,female,15-24 years,50,,
Nicaragua,1999,female,25-34 years,19,,
Nicaragua,1999,female,35-54 years,19,,
Nicaragua,1999,female,5-14 years,9,,
Nicaragua,1999,female,55-74 years,2,,
Nicaragua,1999,female,75+ years,0,,
Nicaragua,1999,male,15-24 years,87,,
Nicaragua,1999,male,25-34 years,50,,
Nicaragua,1999,male,35-54 years,51,,
Nicaragua,1999,male,5-14 years,5,,
Nicaragua,1999,male,55-74 years,21,,
Nicaragua,1999,male,75+ years,5,,
Nicaragua,2000,female,15-24 years,66,,
Nicaragua,2000,female,25-34 years,18,,
Nicaragua,2000,female,35-54 years,16,,
Nicaragua,2000,female,5-14 years,8,,
Nicaragua,2000,female,55-74 years,5,,
Nicaragua,2000,female,75+ years,0,,
Nicaragua,2000,male,15-24 years,109,,
Nicaragua,2000,male,25-34 years,68,,
Nicaragua,2000,male,35-54 years,50,,
Nicaragua,2000,male,5-14 years,4,,
Nicaragua,2000,male,55-74 years,17,,
Nicaragua,2000,male,75+ years,2,,
Nicaragua,2001,female,15-24 years,78,,
Nicaragua,2001,female,25-34 years,18,,
Nicaragua,2001,female,35-54 years,15,,
Nicaragua,2001,female,5-14 years,6,,
Nicaragua,2001,female,55-74 years,5,,
Nicaragua,2001,female,75+ years,0,,
Nicaragua,2001,male,15-24 years,93,,
Nicaragua,2001,male,25-34 years,48,,
Nicaragua,2001,male,35-54 years,75,,
Nicaragua,2001,male,5-14 years,5,,
Nicaragua,2001,male,55-74 years,20,,
Nicaragua,2001,male,75+ years,2,,
Nicaragua,2002,female,15-24 years,57,,
Nicaragua,2002,female,25-34 years,21,,
Nicaragua,2002,female,35-54 years,22,,
Nicaragua,2002,female,5-14 years,3,,
Nicaragua,2002,female,55-74 years,0,,
Nicaragua,2002,female,75+ years,0,,
Nicaragua,2002,male,15-24 years,102,,
Nicaragua,2002,male,25-34 years,68,,
Nicaragua,2002,male,35-54 years,60,,
Nicaragua,2002,male,5-14 years,5,,
Nicaragua,2002,male,55-74 years,20,,
Nicaragua,2002,male,75+ years,4,,
Nicaragua,2003,female,15-24 years,58,,
Nicaragua,2003,female,25-34 years,13,,
Nicaragua,2003,female,35-54 years,16,,
Nicaragua,2003,female,5-14 years,6,,
Nicaragua,2003,female,55-74 years,5,,
Nicaragua,2003,female,75+ years,1,,
Nicaragua,2003,male,15-24 years,109,,
Nicaragua,2003,male,25-34 years,81,,
Nicaragua,2003,male,35-54 years,66,,
Nicaragua,2003,male,5-14 years,6,,
Nicaragua,2003,male,55-74 years,23,,
Nicaragua,2003,male,75+ years,5,,
Nicaragua,2004,female,15-24 years,57,,
Nicaragua,2004,female,25-34 years,20,,
Nicaragua,2004,female,35-54 years,12,,
Nicaragua,2004,female,5-14 years,8,,
Nicaragua,2004,female,55-74 years,1,,
Nicaragua,2004,female,75+ years,2,,
Nicaragua,2004,male,15-24 years,113,,
Nicaragua,2004,male,25-34 years,78,,
Nicaragua,2004,male,35-54 years,61,,
Nicaragua,2004,male,5-14 years,5,,
Nicaragua,2004,male,55-74 years,27,,
Nicaragua,2004,male,75+ years,9,,
Nicaragua,2005,female,15-24 years,52,,
Nicaragua,2005,female,25-34 years,20,,
Nicaragua,2005,female,35-54 years,11,,
Nicaragua,2005,female,5-14 years,7,,
Nicaragua,2005,female,55-74 years,0,,
Nicaragua,2005,female,75+ years,0,,
Nicaragua,2005,male,15-24 years,123,,
Nicaragua,2005,male,25-34 years,71,,
Nicaragua,2005,male,35-54 years,63,,
Nicaragua,2005,male,5-14 years,10,,
Nicaragua,2005,male,55-74 years,26,,
Nicaragua,2005,male,75+ years,8,,
Nicaragua,2006,female,15-24 years,41,,
Nicaragua,2006,female,25-34 years,9,,
Nicaragua,2006,female,35-54 years,10,,
Nicaragua,2006,female,5-14 years,7,,
Nicaragua,2006,female,55-74 years,4,,
Nicaragua,2006,female,75+ years,1,,
Nicaragua,2006,male,15-24 years,88,,
Nicaragua,2006,male,25-34 years,69,,
Nicaragua,2006,male,35-54 years,54,,
Nicaragua,2006,male,5-14 years,6,,
Nicaragua,2006,male,55-74 years,25,,
Nicaragua,2006,male,75+ years,5,,
Nicaragua,2007,female,15-24 years,43,,
Nicaragua,2007,female,25-34 years,10,,
Nicaragua,2007,female,35-54 years,15,,
Nicaragua,2007,female,5-14 years,10,,
Nicaragua,2007,female,55-74 years,2,,
Nicaragua,2007,female,75+ years,1,,
Nicaragua,2007,male,15-24 years,96,,
Nicaragua,2007,male,25-34 years,85,,
Nicaragua,2007,male,35-54 years,56,,
Nicaragua,2007,male,5-14 years,10,,
Nicaragua,2007,male,55-74 years,22,,
Nicaragua,2007,male,75+ years,2,,
Nicaragua,2008,female,15-24 years,64,,
Nicaragua,2008,female,25-34 years,14,,
Nicaragua,2008,female,35-54 years,18,,
Nicaragua,2008,female,5-14 years,8,,
Nicaragua,2008,female,55-74 years,3,,
Nicaragua,2008,female,75+ years,0,,
Nicaragua,2008,male,15-24 years,108,,
Nicaragua,2008,male,25-34 years,77,,
Nicaragua,2008,male,35-54 years,59,,
Nicaragua,2008,male,5-14 years,6,,
Nicaragua,2008,male,55-74 years,20,,
Nicaragua,2008,male,75+ years,7,,
Nicaragua,2009,female,15-24 years,46,,
Nicaragua,2009,female,25-34 years,20,,
Nicaragua,2009,female,35-54 years,14,,
Nicaragua,2009,female,5-14 years,12,,
Nicaragua,2009,female,55-74 years,4,,
Nicaragua,2009,female,75+ years,0,,
Nicaragua,2009,male,15-24 years,87,,
Nicaragua,2009,male,25-34 years,95,,
Nicaragua,2009,male,35-54 years,61,,
Nicaragua,2009,male,5-14 years,3,,
Nicaragua,2009,male,55-74 years,22,,
Nicaragua,2009,male,75+ years,2,,
Norway,1985,female,15-24 years,,317200,
Norway,1985,female,25-34 years,,301600,
Norway,1985,female,35-54 years,,471900,
Norway,1985,female,5-14 years,,281700,
Norway,1985,female,55-74 years,,433000,
Norway,1985,female,75+ years,,170100,
Norway,1985,male,15-24 years,,333400,
Norway,1985,male,25-34 years,,316600,
Norway,1985,male,35-54 years,,491000,
Norway,1985,male,5-14 years,,295000,
Norway,1985,male,55-74 years,,386000,
Norway,1985,male,75+ years,,101000,
Occupied Palestinian Territory,2008,female,15-24 years,0,,
Occupied Palestinian Territory,2008,female,25-34 years,1,,
Occupied Palestinian Territory,2008,female,35-54 years,0,,
Occupied Palestinian Territory,2008,female,5-14 years,0,,
Occupied Palestinian Territory,2008,female,55-74 years,0,,
Occupied Palestinian Territory,2008,female,75+ years,0,,
Occupied Palestinian Territory,2008,male,15-24 years,2,,
Occupied Palestinian Territory,2008,male,25-34 years,1,,
Occupied Palestinian Territory,2008,male,35-54 years,1,,
Occupied Palestinian Territory,2008,male,5-14 years,0,,
Occupied Palestinian Territory,2008,male,55-74 years,0,,
Occupied Palestinian Territory,2008,male,75+ years,0,,
Occupied Palestinian Territory,2009,female,15-24 years,0,,
Occupied Palestinian Territory,2009,female,25-34 years,0,,
Occupied Palestinian Territory,2009,female,35-54 years,0,,
Occupied Palestinian Territory,2009,female,5-14 years,0,,
Occupied Palestinian Territory,2009,female,55-74 years,0,,
Occupied Palestinian Territory,2009,female,75+ years,0,,
Occupied Palestinian Territory,2009,male,15-24 years,0,,
Occupied Palestinian Territory,2009,male,25-34 years,1,,
Occupied Palestinian Territory,2009,male,35-54 years,1,,
Occupied Palestinian Territory,2009,male,5-14 years,0,,
Occupied Palestinian Territory,2009,male,55-74 years,0,,
Occupied Palestinian Territory,2009,male,75+ years,0,,
Occupied Palestinian Territory,2010,female,15-24 years,0,,
Occupied Palestinian Territory,2010,female,25-34 years,0,,
Occupied Palestinian Territory,2010,female,35-54 years,0,,
Occupied Palestinian Territory,2010,female,5-14 years,0,,
Occupied Palestinian Territory,2010,female,55-74 years,0,,
Occupied Palestinian Territory,2010,female,75+ years,0,,
Occupied Palestinian Territory,2010,male,15-24 years,0,,
Occupied Palestinian Territory,2010,male,25-34 years,0,,
Occupied Palestinian Territory,2010,male,35-54 years,1,,
Occupied Palestinian Territory,2010,male,5-14 years,0,,
Occupied Palestinian Territory,2010,male,55-74 years,1,,
Occupied Palestinian Territory,2010,male,75+ years,0,,
Occupied Palestinian Territory,2011,female,15-24 years,1,,
Occupied Palestinian Territory,2011,female,25-34 years,0,,
Occupied Palestinian Territory,2011,female,35-54 years,1,,
Occupied Palestinian Territory,2011,female,5-14 years,0,,
Occupied Palestinian Territory,2011,female,55-74 years,0,,
Occupied Palestinian Territory,2011,female,75+ years,0,,
Occupied Palestinian Territory,2011,male,15-24 years,1,,
Occupied Palestinian Territory,2011,male,25-34 years,1,,
Occupied Palestinian Territory,2011,male,35-54 years,1,,
Occupied Palestinian Territory,2011,male,5-14 years,0,,
Occupied Palestinian Territory,2011,male,55-74 years,1,,
Occupied Palestinian Territory,2011,male,75+ years,0,,
Occupied Palestinian Territory,2012,female,15-24 years,0,,
Occupied Palestinian Territory,2012,female,25-34 years,1,,
Occupied Palestinian Territory,2012,female,35-54 years,0,,
Occupied Palestinian Territory,2012,female,5-14 years,0,,
Occupied Palestinian Territory,2012,female,55-74 years,0,,
Occupied Palestinian Territory,2012,female,75+ years,0,,
Occupied Palestinian Territory,2012,male,15-24 years,0,,
Occupied Palestinian Territory,2012,male,25-34 years,0,,
Occupied Palestinian Territory,2012,male,35-54 years,2,,
Occupied Palestinian Territory,2012,male,5-14 years,1,,
Occupied Palestinian Territory,2012,male,55-74 years,0,,
Occupied Palestinian Territory,2012,male,75+ years,0,,
Occupied Palestinian Territory,2013,female,15-24 years,0,,
Occupied Palestinian Territory,2013,female,25-34 years,0,,
Occupied Palestinian Territory,2013,female,35-54 years,0,,
Occupied Palestinian Territory,2013,female,5-14 years,1,,
Occupied Palestinian Territory,2013,female,55-74 years,0,,
Occupied Palestinian Territory,2013,female,75+ years,0,,
Occupied Palestinian Territory,2013,male,15-24 years,1,,
Occupied Palestinian Territory,2013,male,25-34 years,1,,
Occupied Palestinian Territory,2013,male,35-54 years,2,,
Occupied Palestinian Territory,2013,male,5-14 years,1,,
Occupied Palestinian Territory,2013,male,55-74 years,0,,
Occupied Palestinian Territory,2013,male,75+ years,0,,
Occupied Palestinian Territory,2014,female,15-24 years,1,,
Occupied Palestinian Territory,2014,female,25-34 years,2,,
Occupied Palestinian Territory,2014,female,35-54 years,0,,
Occupied Palestinian Territory,2014,female,5-14 years,0,,
Occupied Palestinian Territory,2014,female,55-74 years,0,,
Occupied Palestinian Territory,2014,female,75+ years,0,,
Occupied Palestinian Territory,2014,male,15-24 years,5,,
Occupied Palestinian Territory,2014,male,25-34 years,0,,
Occupied Palestinian Territory,2014,male,35-54 years,3,,
Occupied Palestinian Territory,2014,male,5-14 years,1,,
Occupied Palestinian Territory,2014,male,55-74 years,0,,
Occupied Palestinian Territory,2014,male,75+ years,0,,
Occupied Palestinian Territory,2015,female,15-24 years,2,,
Occupied Palestinian Territory,2015,female,25-34 years,1,,
Occupied Palestinian Territory,2015,female,35-54 years,0,,
Occupied Palestinian Territory,2015,female,5-14 years,0,,
Occupied Palestinian Territory,2015,female,55-74 years,0,,
Occupied Palestinian Territory,2015,female,75+ years,0,,
Occupied Palestinian Territory,2015,male,15-24 years,4,,
Occupied Palestinian Territory,2015,male,25-34 years,2,,
Occupied Palestinian Territory,2015,male,35-54 years,3,,
Occupied Palestinian Territory,2015,male,5-14 years,0,,
Occupied Palestinian Territory,2015,male,55-74 years,0,,
Occupied Palestinian Territory,2015,male,75+ years,0,,
Occupied Palestinian Territory,2016,female,15-24 years,0,,
Occupied Palestinian Territory,2016,female,25-34 years,1,,
Occupied Palestinian Territory,2016,female,35-54 years,1,,
Occupied Palestinian Territory,2016,female,5-14 years,1,,
Occupied Palestinian Territory,2016,female,55-74 years,0,,
Occupied Palestinian Territory,2016,female,75+ years,0,,
Occupied Palestinian Territory,2016,male,15-24 years,4,,
Occupied Palestinian Territory,2016,male,25-34 years,1,,
Occupied Palestinian Territory,2016,male,35-54 years,1,,
Occupied Palestinian Territory,2016,male,5-14 years,0,,
Occupied Palestinian Territory,2016,male,55-74 years,0,,
Occupied Palestinian Territory,2016,male,75+ years,0,,
Paraguay,1988,female,15-24 years,,384536,
Paraguay,1988,female,25-34 years,,284401,
Paraguay,1988,female,35-54 years,,314563,
Paraguay,1988,female,5-14 years,,501557,
Paraguay,1988,female,55-74 years,,148160,
Paraguay,1988,female,75+ years,,30332,
Paraguay,1988,male,15-24 years,,395992,
Paraguay,1988,male,25-34 years,,294326,
Paraguay,1988,male,35-54 years,,328403,
Paraguay,1988,male,5-14 years,,517201,
Paraguay,1988,male,55-74 years,,137619,
Paraguay,1988,male,75+ years,,22405,
Peru,1986,female,15-24 years,21,,
Peru,1986,female,25-34 years,11,,
Peru,1986,female,35-54 years,14,,
Peru,1986,female,5-14 years,2,,
Peru,1986,female,55-74 years,2,,
Peru,1986,female,75+ years,1,,
Peru,1986,male,15-24 years,25,,
Peru,1986,male,25-34 years,17,,
Peru,1986,male,35-54 years,32,,
Peru,1986,male,5-14 years,3,,
Peru,1986,male,55-74 years,13,,
Peru,1986,male,75+ years,4,,
Peru,1987,female,15-24 years,22,,
Peru,1987,female,25-34 years,13,,
Peru,1987,female,35-54 years,10,,
Peru,1987,female,5-14 years,3,,
Peru,1987,female,55-74 years,5,,
Peru,1987,female,75+ years,0,,
Peru,1987,male,15-24 years,23,,
Peru,1987,male,25-34 years,19,,
Peru,1987,male,35-54 years,18,,
Peru,1987,male,5-14 years,0,,
Peru,1987,male,55-74 years,8,,
Peru,1987,male,75+ years,5,,
Peru,1988,female,15-24 years,19,,
